"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Ferrari P.B.B.; Jordão A.K.; Cunha A.C.; Ferreira V.F.; Schultz J.; Yamamoto C.I.; Mangrich A.S.","Ferrari, Priscila B.B. (57254429800); Jordão, Alessandro K. (26532823300); Cunha, Anna C. (7103392628); Ferreira, Vitor F. (7102726666); Schultz, Juliana (56992137500); Yamamoto, Carlos I. (8291099000); Mangrich, Antônio S. (35600060400)","57254429800; 26532823300; 7103392628; 7102726666; 56992137500; 8291099000; 35600060400","Evaluation of antioxidant additives for biodiesel by EPR and UV-Vis spectroscopies, and the rancimat method (EN 14112); [Avaliação de aditivos antioxidantes para biodiesel: Uso de espectroscopias de EPR, UV-Vis e do método de rancimat (EN 14112)]","2021","Revista Virtual de Quimica","13","4","","900","909","9","0","10.21577/1984-6835.20210016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114677938&doi=10.21577%2f1984-6835.20210016&partnerID=40&md5=c3f5cccf8ab0a6e1bed0bd0942570e92","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85114677938"
"Carneiro R.; Araújo P.P.B.; Marinho G.S.; Martos J.F.A.; Passaro A.; Toro P.G.P.","Carneiro, R. (58400668400); Araújo, P.P.B. (57225055494); Marinho, G.S. (35345312200); Martos, J.F.A. (57189990798); Passaro, A. (36920024400); Toro, P.G.P. (36773019800)","58400668400; 57225055494; 35345312200; 57189990798; 36920024400; 36773019800","Leading-to-trailing edge theoretical design of a generic scramjet","2022","AIP Advances","12","5","055322","","","","7","10.1063/5.0050786","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130561137&doi=10.1063%2f5.0050786&partnerID=40&md5=5767bdf3a93c57b5c04e35ca5dfc6095","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85130561137"
"da Silva V.R.G.; Valderrama C.; Manneback P.; Xavier-De-souza S.","da Silva, Vitor Ramos Gomes (57210457517); Valderrama, Carlos (6602815648); Manneback, Pierre (6506358793); Xavier-De-souza, Samuel (7801645972)","57210457517; 6602815648; 6506358793; 7801645972","Analytical Energy Model Parametrized by Workload, Clock Frequency and Number of Active Cores for Share-Memory High-Performance Computing Applications","2022","Energies","15","3","1213","","","","2","10.3390/en15031213","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124344557&doi=10.3390%2fen15031213&partnerID=40&md5=f6b5e5257f49aac0b7ecfada9464bec3","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85124344557"
"Fernandes M.D.O.; Paiva I.A.D.","Fernandes, Melquisedeque de Oliveira (57221232844); Paiva, Irene Alves de (57221224264)","57221232844; 57221224264","Big projects, small choices: Notes about demobilization in farmer contexts in the semi-arid region of the State of Rio Grande do Norte (RN); [Grandes projetos, pequenas escolhas: notas sobre a desmobilização em contextos camponeses no semiárido potiguar]","2020","Desenvolvimento e Meio Ambiente","55","","","186","206","20","0","10.5380/dma.v55i0.73780","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098549924&doi=10.5380%2fdma.v55i0.73780&partnerID=40&md5=40b9a6e3091b1cece351ef4dfd30b23e","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85098549924"
"de Freitas Araújo K.C.; Vieira dos Santos E.; Pierpaoli M.; Ficek M.; Santos J.E.L.; Martínez-Huitle C.A.; Bogdanowicz R.","de Freitas Araújo, Karla Caroline (56974528000); Vieira dos Santos, Elisama (57213395188); Pierpaoli, Mattia (57090674000); Ficek, Mateusz (55828787700); Santos, José Eudes L. (57210470251); Martínez-Huitle, Carlos A. (6507655813); Bogdanowicz, Robert (6507116472)","56974528000; 57213395188; 57090674000; 55828787700; 57210470251; 6507655813; 6507116472","Diamondized carbon nanoarchitectures as electrocatalytic material for sulfate-based oxidizing species electrogeneration","2022","Electrochimica Acta","430","","141069","","","","9","10.1016/j.electacta.2022.141069","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137024809&doi=10.1016%2fj.electacta.2022.141069&partnerID=40&md5=7ce3813bcbdf76df3d3bddeb676c7dd5","Article","Final","","Scopus","2-s2.0-85137024809"
"Calixto G.Q.; Melo D.M.A.; Melo M.A.F.; Braga R.M.","Calixto, Guilherme Q. (56764224400); Melo, Dulce M. A. (9841064200); Melo, Marcus A. F. (7102354647); Braga, Renata M. (55210068400)","56764224400; 9841064200; 7102354647; 55210068400","Analytical pyrolysis (Py–GC/MS) of corn stover, bean pod, sugarcane bagasse, and pineapple crown leaves for biorefining","2022","Brazilian Journal of Chemical Engineering","39","1","","137","146","9","12","10.1007/s43153-021-00099-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114787188&doi=10.1007%2fs43153-021-00099-1&partnerID=40&md5=78eae05c6b1aa97bde088d688a17dc9a","Article","Final","","Scopus","2-s2.0-85114787188"
"Macedo M.C.C.; Silva V.D.M.; Serafim M.S.M.; da Veiga Correia V.T.; Pereira D.T.V.; Amante P.R.; da Silva A.S.J.; de Oliveira Prata Mendonça H.; Augusti R.; de Paula A.C.C.F.F.; Melo J.O.F.; Pires C.V.; Fante C.A.","Macedo, Maria Clara Coutinho (57218826946); Silva, Viviane Dias Medeiros (7102277281); Serafim, Mateus Sá Magalhães (57223858671); da Veiga Correia, Vinícius Tadeu (57221928357); Pereira, Débora Tamires Vitor (57203814878); Amante, Patrícia Regina (57211666759); da Silva, Antônio Soares Júnior (58405236900); de Oliveira Prata Mendonça, Henrique (58410236000); Augusti, Rodinei (56249609600); de Paula, Ana Cardoso Clemente Filha Ferreira (56988843200); Melo, Júlio Onésio Ferreira (55885234500); Pires, Christiano Vieira (7006057665); Fante, Camila Argenta (26025846700)","57218826946; 7102277281; 57223858671; 57221928357; 57203814878; 57211666759; 58405236900; 58410236000; 56249609600; 56988843200; 55885234500; 7006057665; 26025846700","Elaboration and Characterization of Pereskia aculeate Miller Extracts Obtained from Multiple Ultrasound-Assisted Extraction Conditions","2023","Metabolites","13","6","691","","","","0","10.3390/metabo13060691","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163638779&doi=10.3390%2fmetabo13060691&partnerID=40&md5=01c3f45883e7ac54ed33612009dedd9e","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85163638779"
"de Almeida Andrade M.R.; Silva C.B.; Costa T.K.O.; de Barros Neto E.L.; Lavoie J.-M.","de Almeida Andrade, Maria Rosiane (57226547005); Silva, Cláudia Bezerra (57226547282); Costa, Talita Kênya Oliveira (57226548253); de Barros Neto, Eduardo Lins (57226546272); Lavoie, Jean-Michel (25650425200)","57226547005; 57226547282; 57226548253; 57226546272; 25650425200","An experimental investigation on the effect of surfactant for the transesterification of soybean oil over eggshell-derived CaO catalysts","2021","Energy Conversion and Management: X","11","","100094","","","","9","10.1016/j.ecmx.2021.100094","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111903425&doi=10.1016%2fj.ecmx.2021.100094&partnerID=40&md5=e393fd96745e9320520a330724757cac","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85111903425"
"Araújo M.J.; de Carvalho Neto J.P.; Santos C.B.; Marques C.A.T.; da Costa Torreão J.N.; Freitas N.E.; Gurgel A.L.C.; Dias-Silva T.P.; Itavo L.C.V.; Bezerra L.R.; Edvan R.L.","Araújo, Marcos Jácome (57218922553); de Carvalho Neto, José Pires (57210218392); Santos, Carlos Barbosa (57089688800); Marques, Carlo Aldrovandi Torreão (12041185400); da Costa Torreão, Jacira Neves (16025849500); Freitas, Natylane Eufransino (57191724768); Gurgel, Antonio Leandro Chaves (57214894739); Dias-Silva, Tairon Pannunzio (57209327291); Itavo, Luis Carlos Vinhas (6603311376); Bezerra, Leilson Rocha (42860975400); Edvan, Ricardo Loiola (36195647000)","57218922553; 57210218392; 57089688800; 12041185400; 16025849500; 57191724768; 57214894739; 57209327291; 6603311376; 42860975400; 36195647000","Physicochemical and microbiological parameters of rumen fluid of lactating goats fed diets containing crude glycerin from waste frying oil used in biodiesel production","2023","Tropical Animal Health and Production","55","5","295","","","","0","10.1007/s11250-023-03721-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171389248&doi=10.1007%2fs11250-023-03721-1&partnerID=40&md5=a0d4029e21e28b068babd81e97a1f083","Article","Final","","Scopus","2-s2.0-85171389248"
"Ferreira E.N.; Arruda T.B.M.G.; Rodrigues F.E.A.; Arruda D.T.D.; da Silva Júnior J.H.; Porto D.L.; Ricardo N.M.P.S.","Ferreira, Elano Nery (57206658288); Arruda, Tathilene Bezerra Mota Gomes (57193723420); Rodrigues, Francisco Eduardo Arruda (36178776200); Arruda, David Thomas Duarte (57206665568); da Silva Júnior, Joadir Humberto (57211679476); Porto, Dayanne Lopes (56357197400); Ricardo, Nágila Maria Pontes Silva (56719863100)","57206658288; 57193723420; 36178776200; 57206665568; 57211679476; 56357197400; 56719863100","Investigation of the thermal degradation of the biolubricant through TG-FTIR and characterization of the biodiesel – Pequi (Caryocar brasiliensis) as energetic raw material","2019","Fuel","245","","","398","405","7","54","10.1016/j.fuel.2019.02.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061794169&doi=10.1016%2fj.fuel.2019.02.006&partnerID=40&md5=794954d5d41bc4467e69899205d9cda6","Article","Final","","Scopus","2-s2.0-85061794169"
"Farkat Diógenes J.R.; Coelho Rodrigues J.; Farkat Diógenes M.C.; Claro J.","Farkat Diógenes, Jamil Ramsi (57205377054); Coelho Rodrigues, José (56559299000); Farkat Diógenes, Maria Caroline (57213186221); Claro, João (55112135600)","57205377054; 56559299000; 57213186221; 55112135600","Overcoming barriers to onshore wind farm implementation in Brazil","2020","Energy Policy","138","","111165","","","","12","10.1016/j.enpol.2019.111165","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077699416&doi=10.1016%2fj.enpol.2019.111165&partnerID=40&md5=984eb4681512597350efde843ecb1abf","Article","Final","","Scopus","2-s2.0-85077699416"
"Amaral K.D.S.; Machado N.D.S.D.S.; Navoni J.A.","Amaral, Karlia Dalla Santa (56100440200); Machado, Nádia D'Paula Santos da Silva (57221108091); Navoni, Julio Alejandro (54403687700)","56100440200; 57221108091; 54403687700","Installation of desalination systems in rural communities in the semiarid region of Rio Grande do Norte: social perceptions of drinking water and actions aimed at expanding their universal access; [Implantação de sistemas de dessalinização em comunidades rurais do semiárido do Rio Grande do Norte: percepção social da água potável e das ações voltadas a ampliar o seu acesso universal]","2020","Desenvolvimento e Meio Ambiente","54","","","362","378","16","0","10.5380/DMA.V54I0.70737","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098157383&doi=10.5380%2fDMA.V54I0.70737&partnerID=40&md5=bda507cdb6927d7eafb17fddd78e15c8","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85098157383"
"Delmiro T.M.; Calixto G.Q.; Viegas C.V.; Melo D.M.A.; Viana G.A.C.M.; Mendes L.B.B.; Braga R.M.","Delmiro, Thalita M. (57221616045); Calixto, Guilherme Q. (56764224400); Viegas, Carolina V. (37018814300); Melo, Dulce M.A. (9841064200); Viana, Graco A.C.M. (57221616745); Mendes, Leonardo B.B. (57195728081); Braga, Renata M. (55210068400)","57221616045; 56764224400; 37018814300; 9841064200; 57221616745; 57195728081; 55210068400","Renewable aromatic hydrocarbons from flash catalytic pyrolysis of Monoraphidium sp. lipid extract","2021","Bioresource Technology Reports","15","","100799","","","","2","10.1016/j.biteb.2021.100799","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112572187&doi=10.1016%2fj.biteb.2021.100799&partnerID=40&md5=912512a9d091b72f6587604ee500c441","Article","Final","","Scopus","2-s2.0-85112572187"
"Freire E.M.X.; Kolodiuk M.F.; Gogliath M.; Kokubum M.N.C.; Rêgo B.P.; Ribeiro M.M.; de Andrade M.J.M.; Silva V.T.C.; Sales R.F.D.","Freire, Eliza Maria Xavier (7103410176); Kolodiuk, Miguel Fernandes (35622081000); Gogliath, Melissa (36982881100); Kokubum, Marcelo Nogueira de Carvalho (8334149200); Rêgo, Bruno de Paiva (58179862700); Ribeiro, Matheus Meira (56625508700); de Andrade, Maria Jaqueline Monte (55940971600); Silva, Vinicius Thawaan Cerqueira (57216950743); Sales, Raul Fernandes Dantas (54279303600)","7103410176; 35622081000; 36982881100; 8334149200; 58179862700; 56625508700; 55940971600; 57216950743; 54279303600","The herpetofauna of priority highland areas for conservation of the Caatinga in the state of Rio Grande do Norte, northeastern Brazil; [A herpetofauna de áreas serranas prioritárias para conservação da Caatinga no estado do Rio Grande do Norte, nordeste do Brasil]","2023","Biota Neotropica","23","1","e20221395","","","","1","10.1590/1676-0611-BN-2022-1395","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152265183&doi=10.1590%2f1676-0611-BN-2022-1395&partnerID=40&md5=625081d5e80fc88f2a707193472a6726","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85152265183"
"Silva S.R.B.; De Lima Neto J.X.; Fuzo C.A.; Fulco U.L.; Vieira D.S.","Silva, Sérgio Ruschi Bergamachi (56195404700); De Lima Neto, José Xavier (57219971110); Fuzo, Carlos Alessandro (6506378720); Fulco, Umberto Laino (6603387870); Vieira, Davi Serradella (8649343600)","56195404700; 57219971110; 6506378720; 6603387870; 8649343600","A quantum biochemistry investigation of the protein-protein interactions for the description of allosteric modulation on biomass-degrading chimera","2020","Physical Chemistry Chemical Physics","22","44","","25936","25948","12","3","10.1039/d0cp04415f","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096355571&doi=10.1039%2fd0cp04415f&partnerID=40&md5=82c737d141c5ba05f30163b10ce29bef","Article","Final","","Scopus","2-s2.0-85096355571"
"Correa W.; De Araujo A.P.D.; De Aguiar R.B.; Dos Santos D.H.; Dias D.; Clua E.W.G.; Goncalves L.M.G.","Correa, Wanderson (57426608400); De Araujo, Andre P. D. (56027748600); De Aguiar, Rodrigo B. (57427019800); Dos Santos, Davi Henrique (57190606005); Dias, Daniel (59028599400); Clua, Esteban W. G. (24450364400); Goncalves, Luiz M. G. (58069927800)","57426608400; 56027748600; 57427019800; 57190606005; 59028599400; 24450364400; 58069927800","Energy Management in Autonomous Vessels Using Restricted Boltzmann Machine","2021","2021 Latin American Robotics Symposium, 2021 Brazilian Symposium on Robotics, and 2021 Workshop on Robotics in Education, LARS-SBR-WRE 2021","","","","66","71","5","1","10.1109/LARS/SBR/WRE54079.2021.9605413","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123487500&doi=10.1109%2fLARS%2fSBR%2fWRE54079.2021.9605413&partnerID=40&md5=91856175450b0f71d7b721cb5c16dca0","Conference paper","Final","","Scopus","2-s2.0-85123487500"
"Prakash A.; Katiyar N.K.; Suarez-Villagran M.Y.; Miller J.H., Jr; Machado L.D.; Tiwary C.S.; Biswas K.; Chattopadhyay K.","Prakash, Abhinav (56526148900); Katiyar, Nirmal Kumar (57224558833); Suarez-Villagran, Martha Y. (57201646455); Miller, John H. (57199426307); Machado, Leonardo D. (53264311400); Tiwary, C.S. (24382126300); Biswas, Krishanu (35562801100); Chattopadhyay, Kamanio (55555141500)","56526148900; 57224558833; 57201646455; 57199426307; 53264311400; 24382126300; 35562801100; 55555141500","Effects of size on water vapour absorption and regeneration in lithium chloride nanocrystals","2023","Materials Today Communications","36","","106388","","","","3","10.1016/j.mtcomm.2023.106388","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162150865&doi=10.1016%2fj.mtcomm.2023.106388&partnerID=40&md5=bd01ccfbc87e2e0c00035c220e69e1b5","Article","Final","","Scopus","2-s2.0-85162150865"
"Machado Y.L.; Fonseca J.L.C.; Malveira J.Q.; Dantas Neto A.A.; Dantas T.N.C.","Machado, Y.L. (24723078300); Fonseca, J.L.C. (7101983611); Malveira, J.Q. (26648809100); Dantas Neto, A.A. (6602790420); Dantas, T.N.C. (6603413441)","24723078300; 7101983611; 26648809100; 6602790420; 6603413441","Study of pressure and temperature influence on rapeseed biodiesel oxidation kinetics using PetroOXY method","2020","Fuel","282","","118771","","","","1","10.1016/j.fuel.2020.118771","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088984985&doi=10.1016%2fj.fuel.2020.118771&partnerID=40&md5=c4e160b5ac56c5936f7c587c601c98d2","Article","Final","","Scopus","2-s2.0-85088984985"
"Santiago L.E.P.; Reboucas É.G.; Silva M.G.; Oliveira K.C.; Jesus A.A.; Aguiar E.M.; Oliveira J.A.; Souza D.F.S.","Santiago, Luiz E. P. (57203996687); Reboucas, érica G. (57210706154); Silva, Maxwell G. (57203997303); Oliveira, Katherine C. (57210704487); Jesus, Anderson A. (55803500100); Aguiar, Emerson M. (57211477230); Oliveira, Jackson A. (36727128600); Souza, Domingos F. S. (55312444500)","57203996687; 57210706154; 57203997303; 57210704487; 55803500100; 57211477230; 36727128600; 55312444500","Influence of Porosity in a Packed-Bed Tubular Reactor on Biodiesel Production from Soybean Oil and Supercritical Ethanol: An Experimental and Phenomenological Investigation","2019","Energy and Fuels","33","9","","8649","8656","7","5","10.1021/acs.energyfuels.9b01319","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071265337&doi=10.1021%2facs.energyfuels.9b01319&partnerID=40&md5=ba95b815be13ea16121461110073c7a0","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85071265337"
"de Sousa Castro K.; de Morais Araujo A.M.; de Medeiros Batista A.C.; Fernandes Júnior V.J.; Castella Pergher S.B.; Gondim A.D.","de Sousa Castro, Karoline (57221854640); de Morais Araujo, Aruzza Mabel (57204521706); de Medeiros Batista, Alyxandra Carla (57222320794); Fernandes Júnior, Valter José (58046674500); Castella Pergher, Sibele Berenice (57535994900); Gondim, Amanda Duarte (6507576352)","57221854640; 57204521706; 57222320794; 58046674500; 57535994900; 6507576352","K2O SUPORTADO EM ZEÓLITA NATURAL: SÍNTESE, CARACTERIZAÇÃO E APLICAÇÃO PRODUÇÃO DE BIODIESEL A PARTIR DO ÓLEO DE GIRASSOL","2022","Quimica Nova","45","7","","807","815","8","0","10.21577/0100-4042.20170890","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145947424&doi=10.21577%2f0100-4042.20170890&partnerID=40&md5=63f1b57924d87755cc7a95b70d2eaec5","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85145947424"
"Araújo K.Y.M.; Barros R.; Neto J.A.N.","Araújo, Kaique Yuri Marcio (59168152400); Barros, Rodrigo (57196918940); Neto, Joel Araújo Nascimento (59167775300)","59168152400; 57196918940; 59167775300","Structural analysis of pile cap as onshore wind turbine foundation; [Análise estrutural de blocos sobre estacas como fundação para aerogerador onshore]","2021","Revista IBRACON de Estruturas e Materiais","14","5","e14504","","","","1","10.1590/S1983-41952021000500004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143145763&doi=10.1590%2fS1983-41952021000500004&partnerID=40&md5=62950234208151a4abf9a64bc3bfeb89","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85143145763"
"da Fonseca C.M.B.; Oliveira E.; Calegari L.; Pimenta A.S.; de Souza P.F.; da Costa Júnior D.S.","da Fonseca, Clécio Maynard Batista (57218873142); Oliveira, Elisabeth (57194397375); Calegari, Leandro (23134370500); Pimenta, Alexandre Santos (56228389300); de Souza, Pierre Farias (55378225500); da Costa Júnior, Djailson Silva (57130471200)","57218873142; 57194397375; 23134370500; 56228389300; 55378225500; 57130471200","Energy potential of coal from prosopis juliflora (Sw.) dc. and ziziphus joazeiro (martius); [Potencial energético do carvão do ziziphus joazeiro (Martius) e da prosopis juliflora (sw.) DC]","2020","Ciencia Florestal","30","3","","613","619","6","0","10.5902/198050985070","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090518952&doi=10.5902%2f198050985070&partnerID=40&md5=d6cff0beae00c43188dddf538dd486ae","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85090518952"
"de Matos M.F.A.; Scudelari A.C.; Amaro V.E.","de Matos, Maria de Fátima Alves (57209829532); Scudelari, Ada Cristina (55025353500); Amaro, Venerando Eustáquio (6506521492)","57209829532; 55025353500; 6506521492","Interannual Variability of Ocean Wave Energy Potential in the Northern Costal of Rio Grande do Norte, South Equatorial Atlantic; [Variabilidade Interanual do Potencial Energético das Ondas Oceânicas na Costa Setentrional do Rio Grande do Norte, Atlântico Equatorial Sul]","2022","Anuario do Instituto de Geociencias","45","","46460","","","","0","10.11137/1982-3908_2022_45_46460","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130988307&doi=10.11137%2f1982-3908_2022_45_46460&partnerID=40&md5=4f677e4eff89c60eeb6a95818fab0dbd","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85130988307"
"Vieira M.G.; Batista L.R.; Muniz A.S.; Lichston J.E.; Oliveira A.R.S.; César-Oliveira M.A.F.; Filho N.R.A.","Vieira, Maríthiza G. (57221000152); Batista, Lilian R. (57208182782); Muniz, Aline S. (57201428334); Lichston, Juliana E. (14522808300); Oliveira, Angelo R. S. (18038229700); César-Oliveira, Maria A. F. (16548897300); Filho, Nelson R. Antoniosi (57221016442)","57221000152; 57208182782; 57201428334; 14522808300; 18038229700; 16548897300; 57221016442","Synthesis of antioxidant additive from safflower seed oil","2021","Journal of the Brazilian Chemical Society","32","1","","40","46","6","4","10.21577/0103-5053.20200151","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097999871&doi=10.21577%2f0103-5053.20200151&partnerID=40&md5=db7b2e443a123c54621101bef094ff96","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85097999871"
"Brum S.; Rosas-Ribeiro P.; Amaral R.D.S.; de Souza D.A.; Castello L.; da Silva V.M.F.","Brum, Sannie (56592862600); Rosas-Ribeiro, Patrícia (54388319400); Amaral, Rodrigo de Souza (57315884900); de Souza, Diogo Alexandre (56326359100); Castello, Leandro (6602848428); da Silva, Vera Maria Ferreira (7102297163)","56592862600; 54388319400; 57315884900; 56326359100; 6602848428; 7102297163","Conservation of Amazonian aquatic mammals","2021","Aquatic Conservation: Marine and Freshwater Ecosystems","31","5","","1068","1086","18","15","10.1002/aqc.3590","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103576322&doi=10.1002%2faqc.3590&partnerID=40&md5=da99e721031556137e5d84651e27cc11","Article","Final","","Scopus","2-s2.0-85103576322"
"De Lucena A.N.; Da Silva B.M.F.; Goncalves L.M.G.","De Lucena, Alysson Nascimento (57221819696); Da Silva, Bruno Marques Ferreira (57203157372); Goncalves, Luiz Marcos Garcia (58069927800)","57221819696; 57203157372; 58069927800","Double Hybrid Tailsitter Unmanned Aerial Vehicle With Vertical Takeoff and Landing","2022","IEEE Access","10","","","32938","32953","15","3","10.1109/ACCESS.2022.3161490","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127035996&doi=10.1109%2fACCESS.2022.3161490&partnerID=40&md5=a86cb21d9ce7d3ddf34fa2ccb7eadcde","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85127035996"
"Agra Neto J.; Queiroz F.C.B.P.; Queiroz J.V.; Lima N.C.; Da Silva C.L.","Agra Neto, João (57219865337); Queiroz, Fernanda Cristina Barbosa Pereira (56499228200); Queiroz, Jamerson Viegas (55556605200); Lima, Nilton Cesar (35208435700); Da Silva, Christian Luiz (39461179100)","57219865337; 56499228200; 55556605200; 35208435700; 39461179100","Evolution and perspectives of the wind energy sector in Brazil: Analysis of the main productive states; [Evolução e perspectivas do setor eólico no Brasil: Análise dos principais estados produtores]","2020","Revista em Agronegocio e Meio Ambiente","13","4","","1409","1432","23","1","10.17765/2176-9168.2020V13N4P1409-1432","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095842514&doi=10.17765%2f2176-9168.2020V13N4P1409-1432&partnerID=40&md5=3ef7f9aa21b18a905c6e56acfb67d804","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85095842514"
"Ganiyu S.O.; Martínez-Huitle C.A.; Rodrigo M.A.","Ganiyu, Soliu O. (55853693900); Martínez-Huitle, Carlos A. (6507655813); Rodrigo, Manuel A. (34868498800)","55853693900; 6507655813; 34868498800","Renewable energies driven electrochemical wastewater/soil decontamination technologies: A critical review of fundamental concepts and applications","2020","Applied Catalysis B: Environmental","270","","118857","","","","217","10.1016/j.apcatb.2020.118857","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082101645&doi=10.1016%2fj.apcatb.2020.118857&partnerID=40&md5=986c08ce33df0fb3ed1469c2381865c3","Review","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85082101645"
"Diógenes J.R.F.; Claro J.; Rodrigues J.C.; Loureiro M.V.","Diógenes, Jamil Ramsi Farkat (57205377054); Claro, João (55112135600); Rodrigues, José Coelho (56559299000); Loureiro, Manuel Valentim (56318979000)","57205377054; 55112135600; 56559299000; 56318979000","Barriers to onshore wind energy implementation: A systematic review","2020","Energy Research and Social Science","60","","101337","","","","71","10.1016/j.erss.2019.101337","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077130867&doi=10.1016%2fj.erss.2019.101337&partnerID=40&md5=605a3dac378575895f46d0d20bc254e3","Review","Final","","Scopus","2-s2.0-85077130867"
"Silva J.E.; Deus Junior J.O.; Calixto G.Q.; Melo D.M.A.; Melo M.A.F.; Júnior V.C.B.; Chagas B.M.E.; Medeiros E.P.; Braga R.M.","Silva, Janduir E. (57207816866); Deus Junior, Joemil O. (58742848600); Calixto, Guilherme Q. (56764224400); Melo, Dulce M. A. (9841064200); Melo, Marcus A. F. (7102354647); Júnior, Vital C. B. (58997394100); Chagas, Bruna M. E. (57188659206); Medeiros, Everaldo P. (58998296500); Braga, Renata M. (55210068400)","57207816866; 58742848600; 56764224400; 9841064200; 7102354647; 58997394100; 57188659206; 58998296500; 55210068400","Colored cotton crop wastes valorization through pyrolysis: a study of energetic characterization and analytical Py-GC/MS","2024","Scientific Reports","14","1","9359","","","","0","10.1038/s41598-024-60019-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191044379&doi=10.1038%2fs41598-024-60019-4&partnerID=40&md5=987eae819c3b7dc65438225fb7e80fef","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85191044379"
"Araújo P.P.B.; Pereira M.V.S.; Marinho G.S.; Martos J.F.A.; Toro P.G.P.","Araújo, Pedro P.B. (57225055494); Pereira, Marcos V.S. (57225052707); Marinho, George S. (35345312200); Martos, João F.A. (57189990798); Toro, Paulo G.P. (36773019800)","57225055494; 57225052707; 35345312200; 57189990798; 36773019800","Optimization of scramjet inlet based on temperature and Mach number of supersonic combustion","2021","Aerospace Science and Technology","116","","106864","","","","20","10.1016/j.ast.2021.106864","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109016459&doi=10.1016%2fj.ast.2021.106864&partnerID=40&md5=6cda87dbcecc69048ffedc1915133dfb","Article","Final","","Scopus","2-s2.0-85109016459"
