"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"de Souza Paulino D.; Dutra-Thomé L.; Bendassolli P.F.","de Souza Paulino, Daniele (57201797834); Dutra-Thomé, Luciana (53163393200); Bendassolli, Pedro F. (40761084000)","57201797834; 53163393200; 40761084000","Adulthood and the neet phenomenon: gender, education and labor market; [Adultez e o fenômeno nem-nem: gênero, educação e mercado de trabalho]","2021","Revista Brasileira de Orientacao Profissional","22","1","","1","15","14","1","10.26707/1984-7270/2021v22n101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126322990&doi=10.26707%2f1984-7270%2f2021v22n101&partnerID=40&md5=b6dc7ae2d7b34513fa0c5faea6fe4d3c","Article","Final","","Scopus","2-s2.0-85126322990"
"Costa S.D.S.","Costa, Simone da Silva (57219561043)","57219561043","The pandemic and the labor market in Brazil; [Pandemia e desemprego no Brasil]; [Pandemia y desempleo en Brasil]","2020","Revista de Administracao Publica","54","4","","969","978","9","42","10.1590/0034-761220200170x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093903103&doi=10.1590%2f0034-761220200170x&partnerID=40&md5=a9df5c6ea4f0a33a08c6ae58e1b224ce","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85093903103"
"Jacob M.C.M.; de Araújo F.R.","Jacob, Michelle Cristine Medeiros (57200676874); de Araújo, Fábio Resende (56556261300)","57200676874; 56556261300","Competency building in nutrition in the context of sustainable food systems; [Desenvolvimento de competências para nutrição no contexto de sistemas alimentares sustentáveis]","2020","Ciencia e Saude Coletiva","25","11","","4369","4378","9","0","10.1590/1413-812320202511.31652018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095590340&doi=10.1590%2f1413-812320202511.31652018&partnerID=40&md5=fe42c1ac2e8906516aad5eb268baa0b7","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85095590340"
"Flores M.G.; Medeiros A.C.L.V.; Peixinho B.C.; Nepomuceno M.M.; Do Nascimento E.F.; Gurgel A.D.M.; Dos Santos M.O.S.; Gurgel I.G.D.","Flores, Mariana Gurbindo (59207386800); Medeiros, Ana Catarina Leite Véras (35724006200); Peixinho, Bianca Cardoso (57373132600); Nepomuceno, Mariana Maciel (59207748000); Do Nascimento, Elaine Ferreira (13605130400); Gurgel, Aline Do Monte (57147457000); Dos Santos, Mariana Olívia Santana (55941294300); Gurgel, Idê Gomes Dantas (6505721592)","59207386800; 35724006200; 57373132600; 59207748000; 13605130400; 57147457000; 55941294300; 6505721592","The protective and destructive critical processes of female labor in small-scale fishing in coast Pernambuco, Brazil; [Processos críticos protetores e destrutivos no trabalho 1 das pescadoras artesanais do litoral Pernambucano, Brasil]","2024","Ciencia e Saude Coletiva","29","7","e03612024","","","","0","10.1590/1413-81232024297.03612024EN","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197680115&doi=10.1590%2f1413-81232024297.03612024EN&partnerID=40&md5=262fe91370f65a4af89983d7627be469","Article","Final","","Scopus","2-s2.0-85197680115"
"de Aguiar R.B.; Silva D.S.; Sidrim M.L.; Tilemann Facó R.; Yamashita G.H.; Broze T.S.; Musser C.F.","de Aguiar, Rafael Barbosa (55523370700); Silva, Diego Souza (57213150803); Sidrim, Maíra Luciano (57015645500); Tilemann Facó, Renata (56841596100); Yamashita, Gabrielli Harumi (57193381633); Broze, Thiago Silva (57015323500); Musser, Camila Fernandes (57193609220)","55523370700; 57213150803; 57015645500; 56841596100; 57193381633; 57015323500; 57193609220","Public policy of encouraging the creation of jobs and income in climatic resort; [Política Pública de Incentivo à Criação de Trabalho e Renda em Estância Climática]","2017","Espacios","38","13","26","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015258940&partnerID=40&md5=a6034056c2541e79da08740135af923f","Article","Final","","Scopus","2-s2.0-85015258940"
"Silva R.M.A.D.; Aquino J.R.D.; Costa F.B.; Nunes E.M.","Silva, Roberto Marinho Alves da (57221017712); Aquino, Joacir Rufino de (56622886200); Costa, Fernando Bastos (57221233947); Nunes, Emanoel Márcio (55910426100)","57221017712; 56622886200; 57221233947; 55910426100","Productive and socio-environmental characteristics of family farming in the Brazilian semiarid region: evidences from the 2017 Agricultural Census; [Características produtivas e socioambientais da agricultura familiar no Semiárido brasileiro: evidências a partir do Censo Agropecuário de 2017]","2020","Desenvolvimento e Meio Ambiente","55","","","314","338","24","5","10.5380/dma.v55i0.73745","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098545375&doi=10.5380%2fdma.v55i0.73745&partnerID=40&md5=1edb63492a1dcb9066387f7683ed81ce","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85098545375"
"da Silva P.E.; Santos e Silva C.M.; Spyrides M.H.C.; Andrade L.M.B.","da Silva, Pollyanne Evangelista (57203751384); Santos e Silva, Cláudio Moisés (57215141564); Spyrides, Maria Helena Constantino (12770094900); Andrade, Lára de Melo Barbosa (57189848395)","57203751384; 57215141564; 12770094900; 57189848395","Analysis of climate extreme indices in the northeast brazil and the Brazilian amazon in the period from 1980 to 2013; [Análise de Índices de Extremos Climáticos no Nordeste e Amazônia Brasileira para o Período entre 1980 a 2013]","2019","Anuario do Instituto de Geociencias","42","2","","137","148","11","18","10.11137/2019_2_137_148","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071169110&doi=10.11137%2f2019_2_137_148&partnerID=40&md5=08d5c6eb1d6cc3f06977a312b73fb144","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85071169110"
"de Moura J.T.V.; Rozendo C.; de Oliveira M.V.","de Moura, Joana Tereza Vaz (57221464176); Rozendo, Cimone (57191192760); de Oliveira, Marcio Vilela (57221462999)","57221464176; 57191192760; 57221462999","Movement and countermovement and the configurations of the political field around the use of pesticides in Brazil; [Movimento e contramovimento e as configurações do campo político em torno da utilização dos agrotóxicos no Brasil]","2020","Desenvolvimento e Meio Ambiente","54","","","560","609","49","2","10.5380/DMA.V54I0.75103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099259688&doi=10.5380%2fDMA.V54I0.75103&partnerID=40&md5=7452110aae91ca257c90d63fad8c6fbe","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85099259688"
"de Almeida Pereira A.I.; de Lima Silva F.J.; Cândido G.A.; Lins Oliveira J.E.","de Almeida Pereira, Adriana Israel (58819825800); de Lima Silva, Flávio José (37025792300); Cândido, Gesinaldo Ataíde (15844746800); Lins Oliveira, Jorge Eduardo (25928564600)","58819825800; 37025792300; 15844746800; 25928564600","ANALYSIS OF TOURISM SUSTAINABILITY IN THE FERNANDO DE NORONHA ARCHIPELAGO, BRAZIL","2024","Revista de Gestao Social e Ambiental","18","4","4622","","","","0","10.24857/rgsa.v18n4-005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182652659&doi=10.24857%2frgsa.v18n4-005&partnerID=40&md5=59e87153a3d2f23f7b9bae962cf00b8c","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85182652659"
"Roos B.C.; de Lourenço A.L.C.","Roos, Breno Carvalho (56911872400); de Lourenço, André Luis Cabral (35621522200)","56911872400; 35621522200","From unsustained to sustained growth? Forecasting Brazilian potential growth for the period 2013-2020, with emphasis on the effect of the oil sector; [Dos ""voos de galinha"" ao crescimento sustentado? Projetando o crescimento potencial brasileiro para o período 2013-2020, com ênfase no efeito do setor petróleo]","2016","Nova Economia","26","3","","809","854","45","0","10.1590/0103-6351/2371","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016799375&doi=10.1590%2f0103-6351%2f2371&partnerID=40&md5=4129fd605964e37186d7759cd0585036","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85016799375"
"de Souza Maia I.; Teixeira D.I.A.; Henriques V.M.C.; Cabral M.C.","de Souza Maia, Ivanilson (58131750900); Teixeira, Dárlio Inácio Alves (57216749706); Henriques, Vigínia Maria Cavalari (58132714700); Cabral, Maulori Curié (7006825222)","58131750900; 57216749706; 58132714700; 7006825222","Macroalgae Mariculture as a Social and Environmental Alternative for Coastal Traditional Communities of the Semi-Arid Region of Northeast Brazil","2020","Participatory Biodiversity Conservation: Concepts, Experiences, and Perspectives","","","","91","98","7","0","10.1007/978-3-030-41686-7_6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149560512&doi=10.1007%2f978-3-030-41686-7_6&partnerID=40&md5=fd08a826de3a2e4f509e4f8833f91cbe","Book chapter","Final","","Scopus","2-s2.0-85149560512"
"Do Vale T.M.C.; Spyrides M.H.C.; Andrade L.D.M.B.; Bezerra B.G.; da Silva P.E.","Do Vale, Tásia Moura Cardoso (57220639559); Spyrides, Maria Helena Constantino (12770094900); Andrade, Lara De Melo Barbosa (57189848395); Bezerra, Bergson Guedes (35931965900); da Silva, Pollyanne Evangelista (57203751384)","57220639559; 12770094900; 57189848395; 35931965900; 57203751384","Subsistence agriculture productivity and climate extreme events","2020","Atmosphere","11","12","1287","1","21","20","7","10.3390/atmos11121287","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097506347&doi=10.3390%2fatmos11121287&partnerID=40&md5=fc72afe725aa34d1e7934a97d088f60e","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85097506347"
"Dutra M.O.M.; Coura A.S.; França I.S.X.; Enders B.C.; Rocha M.A.","Dutra, Michelinne Oliveira Machado (56242064600); Coura, Alexsandro Silva (36009823400); França, Inacia Sátiro Xavier de (6602743202); Enders, Bertha Cruz (7005706596); Rocha, Mayara Araújo (57837697300)","56242064600; 36009823400; 6602743202; 7005706596; 57837697300","Sociodemographic factors and functional capacity of elderly affected by stroke; [Fatores sociodemográficos e capacidade funcional de idosos acometidos por acidente vascular encefálico]","2017","Revista Brasileira de Epidemiologia","20","1","","124","135","11","2","10.1590/1980-5497201700010011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019214245&doi=10.1590%2f1980-5497201700010011&partnerID=40&md5=09563b1795fb9bf69796b93731749c43","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85019214245"
"Medeiros L.H.C.; Vasconcelos B.M.F.; Silva M.B.; Souza-Junior A.A.; Chavante S.F.; Andrade G.P.V.","Medeiros, L.H.C. (57226499285); Vasconcelos, B.M.F. (57226491152); Silva, M.B. (57226491508); Souza-Junior, A.A. (57226491849); Chavante, S.F. (6602714684); Andrade, G.P.V. (25823652700)","57226499285; 57226491152; 57226491508; 57226491849; 6602714684; 25823652700","Chondroitin sulfate from fish waste exhibits strong intracellular antioxidant potential","2021","Brazilian Journal of Medical and Biological Research","54","10","e10730","","","","9","10.1590/1414-431X2020E10730","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111731748&doi=10.1590%2f1414-431X2020E10730&partnerID=40&md5=8cfa469434ba521b8a38bd1bed48e973","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85111731748"
"Nunes de Oliveira M.; Catao C.G.B.; Do Socorro Dutra E.M.","Nunes de Oliveira, Malu (57203968955); Catao, Cíntia Guedes Bezerra (57203969601); Do Socorro Dutra, Elza Maria (36117681100)","57203968955; 57203969601; 36117681100","Academic production on unemployement in young learning: A phenomenological-existential analysis; [Produção acadêmica sobre a desocupação em jovens recém-graduados: Análise fenomenológico-existencial]","2018","Revista da Abordagem Gestaltica","24","3","","390","401","11","0","10.18065/RAG.2018v24n3.13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053837180&doi=10.18065%2fRAG.2018v24n3.13&partnerID=40&md5=96cef3353876d3cf18d39eb12613425e","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85053837180"
"Barbosa I.R.; Gonçalves R.C.; Santana R.L.","Barbosa, Isabelle Ribeiro (7005125593); Gonçalves, Ruana Clara Bezerra (57208862450); Santana, Reginaldo Lopes (57208866674)","7005125593; 57208862450; 57208866674","Social vulnerability map for the municipality of Natal (Northeast Brazil) at a census sector level; [Mapa da vulnerabilidade social do município de Natal- RN em nível de setor censitário]","2019","Journal of Human Growth and Development","29","1","","48","56","8","7","10.7322/jhgd.157749","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065982634&doi=10.7322%2fjhgd.157749&partnerID=40&md5=24d69f81f5e23fe9e54fe10c7b127f59","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85065982634"
"Gimbo L.; Cardoso M.","Gimbo, Leda (57201057130); Cardoso, Monique (59125983500)","57201057130; 59125983500","Maybe the wolf is a more docile animal: caravan theater and combating violence against women; [Talvez o lobo seja um bicho mais dócil: teatro em caravana e o enfrentamento a violências contra mulheres]; [Quizás el lobo sea un animal más dócil: teatro de caravanas y lucha contra la violencia contra las mujeres]","2024","Urdimento","1","50","","","","","0","10.5965/1414573101502024e0107","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193011439&doi=10.5965%2f1414573101502024e0107&partnerID=40&md5=e897e34d473a82837a0e708c20f426f6","Article","Final","","Scopus","2-s2.0-85193011439"
"Silva F.R.D.; Schiavetti A.; Malhado A.C.M.; Ferreira B.; Sousa C.V.D.P.; Vieira F.P.; Pinto F.R.; Souza G.B.G.D.; Olavo G.; Santos J.B.Q.D.; Campos-Silva J.V.; Oliveira Júnior J.G.C.D.; Messias L.T.; Barbosa Filho M.L.V.; Accioly M.D.C.; Fabré N.N.; Abdallah P.R.; Lopes P.F.M.; Kikuchi R.K.P.D.; Câmara S.F.; Batista V.D.S.; Soares M.O.","Silva, Felipe Roberto da (57219561658); Schiavetti, Alexandre (23062283700); Malhado, Ana Cláudia Mendes (8272570100); Ferreira, Beatrice (7007036703); Sousa, Caio Victor de Paula (57736112700); Vieira, Fábio Pessoa (8399850400); Pinto, Francisco Roberto (36144475100); Souza, Gabriel Barros Gonçalves de (46461860400); Olavo, George (6507332052); Santos, Jéssica Borba Quintela dos (57674722900); Campos-Silva, Joao Vitor (57208457270); Oliveira Júnior, José Gilmar Cavalcante de (57217873648); Messias, Leonardo Tortoriello (57225052306); Barbosa Filho, Márcio Luiz Vargas (56323383000); Accioly, Miguel da Costa (57194415818); Fabré, Nidia Noemi (7004338208); Abdallah, Patrizia Raggi (16240730500); Lopes, Priscila F. M. (56468837900); Kikuchi, Ruy Kenji Papa de (9242203900); Câmara, Samuel Façanha (55312008600); Batista, Vandick da Silva (7004655399); Soares, Marcelo O. (36618032200)","57219561658; 23062283700; 8272570100; 7007036703; 57736112700; 8399850400; 36144475100; 46461860400; 6507332052; 57674722900; 57208457270; 57217873648; 57225052306; 56323383000; 57194415818; 7004338208; 16240730500; 56468837900; 9242203900; 55312008600; 7004655399; 36618032200","Oil Spill and Socioeconomic Vulnerability in Marine Protected Areas","2022","Frontiers in Marine Science","9","","859697","","","","11","10.3389/fmars.2022.859697","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131713266&doi=10.3389%2ffmars.2022.859697&partnerID=40&md5=35caf1dfdf705b697153922156b98553","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85131713266"
"da Silva L.T.","da Silva, Lucas Trindade (57217227276)","57217227276","Undifferentiation by difference: Implications of neoliberal governmentality for sociological theory; [Indiferenciação por diferença: Implicações da governamentalidade neoliberal]","2020","Tempo Social","32","1","5166","247","264","17","1","10.11606/0103-2070.TS.2020.155166","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086874633&doi=10.11606%2f0103-2070.TS.2020.155166&partnerID=40&md5=b49be18dd47f9b1d8b1187d75a3aba6e","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85086874633"
"Andrade W.V.; Dantas A.L.; Lopes N.A.; Câncio Neto P.","Andrade, W.V. (57224054760); Dantas, A.L. (57224067932); Lopes, N.A. (57224061903); Câncio Neto, P. (57207798740)","57224054760; 57224067932; 57224061903; 57207798740","Risk Assessment and Control in a Small Chemical Industry in Brazil","2020","Studies in Systems, Decision and Control","277","","","217","223","6","0","10.1007/978-3-030-41486-3_24","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106835565&doi=10.1007%2f978-3-030-41486-3_24&partnerID=40&md5=24aa8cbabc7a5f6bf4da9a914ce60857","Book chapter","Final","","Scopus","2-s2.0-85106835565"
"Queiroz C.G.; Freitas L.S.; de Medeiros L.P.; Melo M.D.M.; de Andrade R.S.; Costa I.K.F.","Queiroz, Cintia Galvão (57193792102); Freitas, Luana Souza (57193790547); de Medeiros, Lays Pinheiro (57191858556); Melo, Marjorie Dantas Medeiros (56656027100); de Andrade, Rosane Sousa (57193791256); Costa, Isabelle Katherinne Fernandes (54683536100)","57193792102; 57193790547; 57191858556; 56656027100; 57193791256; 54683536100","Characterization of patients with an ileostomy that are treated on a reference service for patients with an ostomy","2017","Enfermeria Global","16","2","","25","36","11","1","10.6018/eglobal.16.2.230551","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016622232&doi=10.6018%2feglobal.16.2.230551&partnerID=40&md5=7731d2170cd749d8c0fddfb6a9c7de0d","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85016622232"
"de Oliveira Salvador D.S.C.; Silva E.J.M.","de Oliveira Salvador, Diego Salomão Candido (57200304746); Silva, Eulália Jéssica Medeiros (57200305821)","57200304746; 57200305821","The spatial production circuit of the urban economy circuits: Theoretical-methodological subsidies for capturing territorial dynamics; [Circuitos da economia urbana de circuito espacial de produção: Subsídios teórico-metodológicos para a apreensão de dinâmicas territoriais]","2017","Revista Brasileira de Gestao e Desenvolvimento Regional","13","3","","119","139","20","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040734516&partnerID=40&md5=6c335d961c1184471d271ee199a0908d","Article","Final","","Scopus","2-s2.0-85040734516"
"de Albuquerque F.B.; de Melo R.R.; Pimenta A.S.; de Oliveira Paula E.A.; Scatolino M.V.; Rusch F.","de Albuquerque, Felipe Bento (58109777100); de Melo, Rafael Rodolfo (17345066800); Pimenta, Alexandre Santos (56228389300); de Oliveira Paula, Edgley Alves (57225067723); Scatolino, Mário Vanoli (55652817200); Rusch, Fernando (57210841901)","58109777100; 17345066800; 56228389300; 57225067723; 55652817200; 57210841901","Mini-Kilns for Charcoal-Making: An Eco-Friendly Solution for Small-Scale Production of Charcoal and Wood Vinegar","2023","Inventions","8","6","146","","","","0","10.3390/inventions8060146","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180674387&doi=10.3390%2finventions8060146&partnerID=40&md5=16d09f62f367f1e39c7dd35dbf33c5e5","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85180674387"
"da Costa G.B.; Fernandes D.D.D.S.; Véras Neto J.G.; Diniz P.H.G.D.; Gondim A.D.","da Costa, Gean Bezerra (55193028500); Fernandes, David Douglas de Sousa (54415480100); Véras Neto, José Germano (6602560792); Diniz, Paulo Henrique Gonçalves Dias (56025538900); Gondim, Amanda Duarte (6507576352)","55193028500; 54415480100; 6602560792; 56025538900; 6507576352","Non-destructive analytical strategies based on NIR spectroscopy for monitoring the quality of biodiesel/diesel blends in terms of the authentication of second-generation biodiesel feedstock using DD-SIMCA and quantification of the biodiesel content using iSPA-PLS","2023","Vibrational Spectroscopy","129","","103585","","","","1","10.1016/j.vibspec.2023.103585","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171348960&doi=10.1016%2fj.vibspec.2023.103585&partnerID=40&md5=600db078ace775932dc0aad7f75305a6","Article","Final","","Scopus","2-s2.0-85171348960"
"Alberto M.D.F.P.; Yamamoto O.H.","Alberto, Maria De Fatima Pereira (55257366700); Yamamoto, Oswaldo Hajime (16644380400)","55257366700; 16644380400","When education is not the solution: Public policy in the fight against child labor; [Quando a Educação Não é Solução: Política de Enfrentamento ao Trabalho Infantil]","2017","Temas em Psicologia","25","4","","1677","1707","30","2","10.9788/TP2017.4-10En","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041080026&doi=10.9788%2fTP2017.4-10En&partnerID=40&md5=e819d2d1920915f7a690ec914b22a787","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85041080026"
"Brandaõ S.C.R.; Diniz G.F.G.; Da Silva J.H.F.; Da Silva E.S.; De Medeiros R.A.B.; Azoubel P.M.","Brandaõ, Shirley C. R. (57218123956); Diniz, Gabriel F. G. (57755447500); Da Silva, Joaõ H. F. (57219838046); Da Silva, Edilene S. (57217212979); De Medeiros, Rafael A. B. (57040850900); Azoubel, Patricia M. (35618113300)","57218123956; 57755447500; 57219838046; 57217212979; 57040850900; 35618113300","Ultrasound-Assisted Vacuum Drying of Melon: Influence on Kinetics, Water Activity and Color","2022","ACS Symposium Series","1415","","","127","136","9","1","10.1021/bk-2022-1415.ch009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132444121&doi=10.1021%2fbk-2022-1415.ch009&partnerID=40&md5=83da52bac580ac735ebd7e378c2020ff","Book chapter","Final","","Scopus","2-s2.0-85132444121"
"Dantas A.A.G.; Barbosa I.R.; de CASTRO S.S.; Ferreira C.W.S.; da CAMARA S.M.A.; Dantas D.S.","Dantas, Amanda Almeida Gomes (57217535367); Barbosa, Isabelle Ribeiro (7005125593); de CASTRO, Shamyr Sulyvan (36443347900); Ferreira, Caroline Wanderley Souto (55786005700); da CAMARA, Saionara Maria Aires (57204716623); Dantas, Diego de Sousa (57218337725)","57217535367; 7005125593; 36443347900; 55786005700; 57204716623; 57218337725","Prevalence and factors associated with constipation in premenopausal women: A community-based study; [Prevalência e fatores associados à constipação em mulheres na pré-menopausa: Um estudo de base comunitária]","2020","Arquivos de Gastroenterologia","57","2","","188","192","4","5","10.1590/s0004-2803.202000000-36","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087362420&doi=10.1590%2fs0004-2803.202000000-36&partnerID=40&md5=f496748b6239fa3f093c9f22a4050744","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85087362420"
"Albuquerque U.P.; Maroyi A.; Ladio A.H.; Pieroni A.; Abbasi A.M.; Toledo B.A.; Dahdouh-Guebas F.; Hallwass G.; Soldati G.T.; Odonne G.; Vandebroek I.; Vallès J.; Hurrell J.A.; Pardo de Santayana M.; La Torre-Cuadros M.D.L.Á.; Silva M.T.P.; Jacob M.C.M.; da Fonseca-Kruel V.S.; Ferreira Júnior W.S.","Albuquerque, Ulysses Paulino (57222878304); Maroyi, Alfred (25628527100); Ladio, Ana H. (6603227336); Pieroni, Andrea (7004092892); Abbasi, Arshad Mehmood (26643741300); Toledo, Bárbara Arias (35318997500); Dahdouh-Guebas, Farid (8964136400); Hallwass, Gustavo (36666182300); Soldati, Gustavo Taboada (36337981000); Odonne, Guillaume (15926113900); Vandebroek, Ina (6507733866); Vallès, Joan (7102431380); Hurrell, Julio Alberto (37461205300); Pardo de Santayana, Manuel (57225094962); La Torre-Cuadros, María de los Ángeles (8074848600); Silva, María Teresa Pulido (57213772881); Jacob, Michelle Cristine Medeiros (57200676874); da Fonseca-Kruel, Viviane Stern (21740664600); Ferreira Júnior, Washington Soares (38761187800)","57222878304; 25628527100; 6603227336; 7004092892; 26643741300; 35318997500; 8964136400; 36666182300; 36337981000; 15926113900; 6507733866; 7102431380; 37461205300; 57225094962; 8074848600; 57213772881; 57200676874; 21740664600; 38761187800","Advancing ethnobiology for the ecological transition and a more inclusive and just world: a comprehensive framework for the next 20 years","2024","Journal of Ethnobiology and Ethnomedicine","20","1","18","","","","3","10.1186/s13002-024-00661-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185243851&doi=10.1186%2fs13002-024-00661-4&partnerID=40&md5=30d98a665b07f63104161bfe9acb852c","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85185243851"
"Souza C.N.; Almeida J.A.G.R.; Correia R.A.; Ladle R.J.; Carvalho A.R.; Malhado A.C.M.","Souza, Carolina Neves (57075872700); Almeida, João A.G.R. (57809772800); Correia, Ricardo A. (39561046000); Ladle, Richard J. (6602999130); Carvalho, Adriana R. (7201882441); Malhado, Ana C.M. (8272570100)","57075872700; 57809772800; 39561046000; 6602999130; 7201882441; 8272570100","Assessing Brazilian protected areas through social media: Insights from 10 years of public interest and engagement","2023","PLoS ONE","18","10 October","e0293581","","","","1","10.1371/journal.pone.0293581","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175590860&doi=10.1371%2fjournal.pone.0293581&partnerID=40&md5=979f985b39335a76e144f9a0dd041d35","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85175590860"
"Calado J.F.; Moreira A.L.P.; Mendes L.F.","Calado, Janaina Freitas (36522298100); Moreira, Ana Luísa Pires (57217581762); Mendes, Liana de Figueiredo (26432246400)","36522298100; 57217581762; 26432246400","What do we know about the environmental impacts of tourism on Brazil’s tropical reefs?; [O que sabemos sobre os impactos ambientais do turismo nos recifes tropicais do Brasil?]; [¿Qué sabemos sobre los impactos ambientales del turismo en los arrecifes tropicales de Brasil?]","2022","Brazilian Journal of Tourism Research","16","","e-2420","","","","1","10.7784/rbtur.v16.2420","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162238675&doi=10.7784%2frbtur.v16.2420&partnerID=40&md5=55898daabc6638ebcc433e64e06f5660","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85162238675"
"Cavalcante E.S.; Pessoa J.M., Júnior; Freire I.L.; Cavalcante C.A.; Miranda F.A.","Cavalcante, Eliane Santos (56275674000); Pessoa, João Mário (57680934300); Freire, Izaura Luzia Silvério (56381175600); Cavalcante, Cleonice Andréa Alves (57095599000); Miranda, Francisco Arnoldo Nunes de (39762537100)","56275674000; 57680934300; 56381175600; 57095599000; 39762537100","Social representations of fishermen with spinal cord injury: impacts and life trajectory; [Representações sociais de pescadores com lesão medular: repercussões e trajetória de vida]","2017","Revista brasileira de enfermagem","70","1","","139","145","6","5","10.1590/0034-7167-2016-0436","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037597410&doi=10.1590%2f0034-7167-2016-0436&partnerID=40&md5=3da08d52360c2efd81cb3656fe9f8067","Note","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85037597410"
"Nunes A.V.; Chiaravalloti R.M.; de Oliveira Roque F.; Fischer E.; Angelini R.; Ceron K.; Mateus L.; Penha J.","Nunes, André Valle (57214415090); Chiaravalloti, Rafael Morais (55566711800); de Oliveira Roque, Fabio (6603439575); Fischer, Erich (19034302700); Angelini, Ronaldo (56249804800); Ceron, Karoline (57189892002); Mateus, Lucia (6701529484); Penha, Jerry (6508251367)","57214415090; 55566711800; 6603439575; 19034302700; 56249804800; 57189892002; 6701529484; 6508251367","Increasing social risk and markets demand lead to a more selective fishing across the Pantanal wetland","2023","Ecological Economics","208","","107791","","","","1","10.1016/j.ecolecon.2023.107791","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150844137&doi=10.1016%2fj.ecolecon.2023.107791&partnerID=40&md5=eb7f2dbd62c73e9fb4c527cc327441ec","Review","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85150844137"
"Ocelli Pinheiro R.; Triest L.; Lopes P.F.M.","Ocelli Pinheiro, Raphael (57226329335); Triest, Ludwig (6603835922); Lopes, Priscila F.M. (56468837900)","57226329335; 6603835922; 56468837900","Cultural ecosystem services: Linking landscape and social attributes to ecotourism in protected areas","2021","Ecosystem Services","50","","101340","","","","31","10.1016/j.ecoser.2021.101340","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111215287&doi=10.1016%2fj.ecoser.2021.101340&partnerID=40&md5=2aa8c651e2d1181bf6d77193f81ed4db","Article","Final","","Scopus","2-s2.0-85111215287"
